Objetosc
0,0
0,0
0,09376705
0,09376705
0,15456767
0,15456767
0,15456767
0,26062983
0,26062983
0,35624853
0,51394093
0,65543914
0,8021168
1,1049317
1,2720298
1,4306998
1,5941489
1,7770622
2,0913658
2,1558104
2,2107055
2,2374775
2,3406377
2,3506377
2,3506377
2,3506377
2,3506377
2,3506377
2,3506377
2,3606377
2,4687116
2,4687116
2,4687116
2,5041425
2,8007438
2,9200327
3,0034847
3,3102608
3,5049891
3,656309
3,7759924
4,011756
4,1314707
4,141471
4,170834
4,33045
4,33045
4,3404503
4,36357
4,36357
4,36357
4,36357
4,36357
4,36357
4,418024
4,428024
4,4786243
4,5630007
4,6691575
4,9400215
5,1209855
5,2348857
5,5530543
5,658516
5,7614183
5,8803225
5,947382
5,9833007
6,2014813
6,2114816
6,2214813
6,2925496
6,2925496
6,2925496
6,2925496
6,2925496
6,2925496
6,2925496
6,2925496
6,2925496
6,324795
6,324795
6,461049
6,555742
6,738404
6,8686695
7,0555935
7,2540584
7,5046077
7,744375
7,9823413
7,9923415
8,089474
8,374967
8,530762
8,530762
8,540762
8,550762
8,550762
8,550762
8,550762
8,650376
8,660376
8,670376
8,680376
8,782152
8,804908
8,996322
9,032918
9,139586
9,170758
9,35568
9,493366
9,574122
9,717894
9,73345
9,752984
9,958707
9,968707
10,096872
10,096872
10,096872
10,096872
10,096872
10,096872
10,096872
10,096872
10,096872
10,213511
10,298102
10,454898
10,725801
10,932688
11,059255
11,202622
11,345007
11,367002
11,5179205
11,7895
11,8095
11,8195
11,8295
11,8495
11,8495
11,8495
11,8495
11,8495
11,8495
11,8495
11,8495
11,912366
12,011921
12,03192
12,083735
12,116988
12,187161
12,383869
12,476941
12,681041
12,7810335
12,810421
12,888726
13,197183
13,267455
13,376211
13,4316845
13,4316845
