Objetosc
0,0
0,0
0,09831403
0,0
0,09831403
0,0
0,09831403
0,0
0,09831403
0,08482857
0,09831403
0,17741401
0,09831403
0,17741401
0,13494588
0,17741401
0,2240325
0,17741401
0,58227044
0,27674192
0,6730972
0,40724584
0,87010425
0,6294218
0,9114805
0,72574914
1,0617887
0,85346407
1,0919256
1,2307515
1,3989823
1,3647299
1,4604347
1,62165
1,4904346
1,7056464
1,7518616
1,7355975
1,8782402
1,7555976
1,9672569
2,006947
2,2758265
2,1647017
2,2758265
2,2159395
2,2858264
2,2429655
2,2858264
2,2429655
2,2858264
2,2429655
2,2858264
2,2429655
2,2858264
2,2429655
2,2858264
2,2429655
2,2958264
2,2429655
2,2958264
2,331755
2,400199
2,331755
2,420199
2,4849138
2,420199
2,6922238
2,522465
2,8753672
2,8226867
2,9620113
2,875469
3,1851215
3,0209873
3,2409103
3,196
3,3876739
3,5025766
3,6916406
3,6648896
3,7799685
3,8578115
3,898639
4,054175
4,127304
4,311002
4,2268667
4,311002
4,5812025
4,3518405
4,5812025
4,3841467
4,5812025
4,3841467
4,5812025
4,3841467
4,5912027
4,3841467
4,5912027
4,3841467
4,5912027
4,3841467
4,5912027
4,3841467
4,5912027
4,3941464
4,68764
4,3941464
4,68764
4,4041467
4,69764
4,500158
4,70764
4,6505914
4,7839975
4,8376203
5,0492353
4,9464273
5,1693664
5,097195
5,1978736
5,230996
5,2178736
5,324306
5,4815063
5,5102777
5,648243
5,533726
5,984159
5,5700808
6,1292543
5,709142
6,2153573
5,74419
6,2737947
5,7541904
6,2937946
5,901468
6,596325
5,930177
6,596325
6,0492206
6,6407313
6,0492206
6,6407313
6,0492206
6,6407313
6,0492206
6,6407313
6,0492206
6,718042
6,0492206
6,718042
6,0492206
6,718042
6,073231
6,718042
6,073231
6,8642797
6,363954
6,9033785
6,4546876
6,9133782
6,674054
6,9433784
6,7857804
7,172225
6,883047
7,2219925
7,019845
7,3264327
7,300416
7,418856
7,412443
7,608135
7,715692
7,722306
7,815092
7,7423058
7,8250923
7,7423058
7,9380236
7,7998576
8,0167265
7,989921
8,054584
8,082892
8,074584
8,192417
8,084584
8,192417
8,084584
8,192417
8,084584
8,192417
8,084584
8,192417
8,084584
8,192417
8,084584
8,192417
8,084584
8,3042
8,174357
8,352516
8,256835
8,362516
8,256835
8,535314
8,358853
8,545314
8,400671
8,590125
8,72965
8,631811
8,893643
8,651812
9,13996
8,783574
9,303712
8,793574
9,333712
8,863939
9,424233
9,006232
9,527705
9,068885
9,756405
9,10849
9,8047695
9,205034
9,85699
9,225034
9,87699
9,526073
9,886991
9,548575
9,90699
9,558576
10,028105
9,558576
10,028105
9,558576
10,028105
9,558576
10,028105
9,558576
10,028105
9,558576
10,028105
9,558576
10,125583
9,558576
10,135583
9,558576
10,135583
9,558576
10,145583
9,661323
10,310721
9,81106
10,583538
10,002759
10,822077
10,140161
10,950956
10,259473
11,203494
10,463185
11,314243
10,497893
11,439568
10,690708
11,532083
10,979453
11,729117
11,078822
11,926739
11,26668
12,120424
11,326753
12,477429
11,326753
12,52734
11,326753
12,6269
11,326753
12,668052
11,326753
12,668052
11,336753
12,668052
11,336753
12,668052
11,336753
12,668052
11,336753
12,668052
11,336753
12,739428
11,346753
12,849
11,434404
13,057839
11,444405
13,161777
11,467565
13,385052
11,526606
13,497204
11,651801
13,780299
11,669914
13,911134
11,773183
14,062427
12,057509
14,215304
12,243379
14,363663
12,450159
14,426089
12,596114
14,592759
12,596114
14,773323
12,70186
14,87431
12,798083
15,013639
12,906194
15,013639
12,976243
