Data;Wysokosc;Objetosc
2014-01-05 21:00:00;0,353;1,8235999
2014-01-05 22:00:00;1,126;8,089334
2014-01-05 23:00:00;1,129;8,112666
2014-01-06 00:00:00;1,106;7,9382
2014-01-06 01:00:00;1,099;7,8885
2014-01-06 02:00:00;1,099;7,8885
2014-01-06 03:00:00;1,099;7,8885
2014-01-06 04:00:00;1,099;7,8885
2014-01-06 05:00:00;1,099;7,8885
2014-01-06 06:00:00;1,099;7,8885
2014-01-06 07:00:00;1,081;7,7517996
2014-01-06 08:00:00;1,071;7,6755557
2014-01-06 09:00:00;1,026;7,3233333
2014-01-06 10:00:00;0,995;7,1466665
2014-01-06 11:00:00;0,95;6,8206
2014-01-06 12:00:00;0,886;6,3757997
2014-01-06 13:00:00;0,803;5,8858
2014-01-06 14:00:00;0,715;4,8856664
2014-01-06 15:00:00;0,663;4,3755555
2014-01-06 16:00:00;0,631;4,0865555
2014-01-06 17:00:00;0,552;3,3785
2014-01-06 18:00:00;0,518;3,1005557
2014-01-06 19:00:00;0,464;2,6653333
2014-01-06 20:00:00;0,39;2,0986667
2014-01-06 21:00:00;0,378;2,012
2014-01-06 22:00:00;0,357;1,8512
2014-01-06 23:00:00;0,354;1,8305
2014-01-07 00:00:00;0,331;1,6674445
2014-01-07 01:00:00;0,33;1,66
2014-01-07 02:00:00;0,33;1,66
2014-01-07 03:00:00;0,33;1,66
2014-01-07 04:00:00;0,33;1,66
2014-01-07 05:00:00;0,326;1,6302222
2014-01-07 06:00:00;0,319;1,578111
2014-01-07 07:00:00;0,299;1,4405
2014-01-07 08:00:00;1,282;9,137112
2014-01-07 09:00:00;1,264;9,034
2014-01-07 10:00:00;1,239;8,879
2014-01-07 11:00:00;1,192;8,564667
2014-01-07 12:00:00;1,157;8,3158
2014-01-07 13:00:00;1,076;7,7152996
2014-01-07 14:00:00;1,048;7,4954
2014-01-07 15:00:00;0,977;7,0158887
2014-01-07 16:00:00;0,912;6,5523334
2014-01-07 17:00:00;0,859;6,2
2014-01-07 18:00:00;0,817;5,956778
2014-01-07 19:00:00;0,748;5,2375
2014-01-07 20:00:00;0,711;4,843
2014-01-07 21:00:00;0,692;4,656
2014-01-07 22:00:00;0,681;4,553
2014-01-07 23:00:00;0,667;4,4146667
