Data;Wysokosc;Objetosc
2014-01-06 03:00:00;1,669;21,345375
2014-01-06 04:00:00;1,669;21,345375
2014-01-06 05:00:00;1,669;21,345375
2014-01-06 06:00:00;1,669;21,345375
2014-01-06 07:00:00;1,668;21,331188
2014-01-06 08:00:00;1,637;19,626295
2014-01-06 09:00:00;1,628;19,352688
2014-01-06 10:00:00;1,616;19,215801
2014-01-06 11:00:00;1,594;18,956625
2014-01-06 12:00:00;1,573;18,714563
2014-01-06 13:00:00;1,542;18,337875
2014-01-06 14:00:00;1,495;17,758188
2014-01-06 15:00:00;1,451;17,2016
2014-01-06 16:00:00;1,434;16,983875
2014-01-06 17:00:00;1,398;16,512125
2014-01-06 18:00:00;1,363;16,053667
2014-01-06 19:00:00;1,342;15,7699375
2014-01-06 20:00:00;1,305;15,281
2014-01-06 21:00:00;1,304;15,267563
2014-01-06 22:00:00;1,286;15,0232
2014-01-06 23:00:00;1,274;14,852
2014-01-07 00:00:00;1,273;14,838563
2014-01-07 01:00:00;1,273;14,838563
2014-01-07 02:00:00;1,273;14,838563
2014-01-07 03:00:00;1,273;14,838563
2014-01-07 04:00:00;1,273;14,838563
2014-01-07 05:00:00;1,273;14,838563
2014-01-07 06:00:00;1,268;14,771375
2014-01-07 07:00:00;1,256;14,609875
2014-01-07 08:00:00;1,247;14,487812
2014-01-07 09:00:00;1,236;14,3332
2014-01-07 10:00:00;1,21;13,9714
2014-01-07 11:00:00;1,191;13,698563
2014-01-07 12:00:00;1,17;13,419177
2014-01-07 13:00:00;1,109;12,564401
2014-01-07 14:00:00;1,068;11,9882
2014-01-07 15:00:00;1,031;11,455934
2014-01-07 16:00:00;0,997;10,990687
2014-01-07 17:00:00;0,977;10,700733
2014-01-07 18:00:00;0,951;10,332134
2014-01-07 19:00:00;0,921;9,91075
2014-01-07 20:00:00;0,897;9,565
2014-01-07 21:00:00;0,843;8,824875
2014-01-07 22:00:00;0,837;8,74275
2014-01-07 23:00:00;0,813;8,412134
